id,name,description,brand,category,subscription_category,age_range,retail_price,rental_price,available_quantity,total_quantity,image_url,sku,created_at
a8b52e94-4b80-48c4-a959-0edac75ab5cc,PERPLEXUS Spin Master Games Funskool Rebel 3D Maze Game with 70 Pcs Obstacles for Kid,"70 CHALLENGING OBSTACLES: Can you make it through Perplexus Rebel’s 70 obstacles? Move the ball along the numbered track through tricky hurdles like the igloo, terrible tube and scary stairs without falling off the track!
3D MAZE GAME: Perplexus Rebel is the original challenging 3D maze, contained within a sphere! Guide the ball through high-tension maneuvers and make it to the finish line without falling off the track. Challenge yourself and put your skills to the test!
EASY TO PLAY, HARD TO MASTER: Flip, twist and spin your way 360 degrees to the finish line! You won’t be able to put Perplexus Rebel down. Once you’ve mastered the track, keep the ball rolling with Perplexus Beast and Perplexus Epic (each sold separately)!
Perplexus Rebel is a thrilling 3D maze challenge and makes a great gift for kids and adults aged 8 and up. Twist it. Turn it. Beat it!
Target Gender: Unisex",,developmental_toys,educational_toys,"[""4-6 years"",""6-8 years""]",999,0,2,5,,,2025-12-24T10:17:13.185574+00:00
188f79e4-83a9-465f-9ccb-c7c1e640dde2,Pithoo Stacking Game Set,"🎯 Classic Lagori Game: Enjoy the excitement of the traditional Lagori/Pitthu game with a modern twist! Perfect for outdoor fun with friends and family.
🔺 Triangle Pyramid Design: Features a unique triangle stacking format, providing an extra layer of challenge and fun.
🎨 Vibrant Multicolor Set: Comes in Purple & Blue colors that kids will love! Adds a pop of color to outdoor play.
🏃 Outdoor Play Fun: Encourage physical activity while improving coordination and teamwork skills in kids and adults alike. Great for picnics, family gatherings, and outdoor events!
🧴 Free Disney Sipper: Stay hydrated during playtime with the included Disney-themed sipper! A fun addition kids will adore.
🌧️ Durable & Lightweight Plastic: Weather-resistant and easy to carry—perfect for all outdoor conditions.
👨‍👩‍👧 Family Bonding Activity: Suitable for children and adults, creating unforgettable moments with loved ones.",,developmental_toys,educational_toys,"[""2-3 years"",""3-4 years""]",469,0,0,3,,,2025-07-24T10:54:43.83182+00:00
2e19f4fc-8de0-4d80-8b5c-29a84808143d,Play Go Push & Roll Snail,"Play Go Push & Roll Snail: This toy is designed to engage and develop essential skills in kids. At Toyflix, we make it easy to rent this toy with doorstep delivery and affordable pricing. Rent Play Go Push & Roll Snail now and give your child a fun and educational playtime. Play Go Push & Roll Snail is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Play Go Push & Roll Snail is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Play Go Push & Roll Snail is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Play Go Push & Roll Snail is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings.",,developmental_toys,educational_toys,"[""1-2 years""]",1950,487,3,10,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/play-go-push-amp-roll-snail/primary.jpg,1TF034,2025-06-18T03:25:36.840301+00:00
54d46c08-2c0c-4d7f-b4c3-10127c6dfce1,Play Go Rainbow Puzzle Ball,"Play Go Rainbow Puzzle Ball: This toy is designed to engage and develop essential skills in kids. At Toyflix, we make it easy to rent this toy with doorstep delivery and affordable pricing. Rent Play Go Rainbow Puzzle Ball now and give your child a fun and educational playtime. Play Go Rainbow Puzzle Ball is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Play Go Rainbow Puzzle Ball is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Play Go Rainbow Puzzle Ball is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Play Go Rainbow Puzzle Ball is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way.Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings.",,developmental_toys,educational_toys,"[""1-2 years""]",525,131,11,15,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217134274-Play_Go_Rainbow_Puzzle_Ball.jpg,1TF015,2025-06-18T03:25:34.517436+00:00
9c690288-9182-4881-ba63-d9be13cf5b29,Play N Grow - A 5-In-1,"1. Find the Chick - This nesting egg for kids comes in bright attractive colors that are guaranteed to capture the attention of your little ones. Additionally, it also helps children strengthen their observation skills by letting them match different colors and join the eggs of different shapes.
2. 3 Strikes - A Hammer ball game that is entertaining and amazing for toddlers. Place all the 3 animal print colorful balls in the matching holes on the bench, then strike the balls with the hammer and find the balls reappear through the tunnel at the front of the bench. Let the kid collect them all to do the same activity again & again.
3. Giraffe N Friends - Stacking & nesting cups which helps your kids develop tactile, cognitive, and fine motor skills while playing with 6 brightly colored full cups. Watch your kids stack them up and knock them down.
4. Edu Cups- Stack the 5 colored cups along with their corresponding shapes to complete the pyramid and while at it, to ensure that it balances perfectly on the plate. It helps the kids to strike the right balance between learning and playing
5. Mini Cat Spiral - The 3-tier ball ramp for your kids and encourage them to roll it from the top. It will help them grow basic skills like grasping, reaching, hand-eye coordination, sitting, standing, etc. Just rolling a ball is equal to tons of fun and learning!",,developmental_toys,educational_toys,"[""1-2 years"",""2-3 years""]",809,0,3,3,,,2025-07-25T10:45:58.562596+00:00
40927731-9a5f-4964-ab08-cb8718d1255f,Pop Up & Strike Cricket Set,"
If your child dreams of being a part of the great Indian cricket team one day, then here is how you can set his dream off and give it wings.This cricket set comprising of bat, launcher and 3 balls is a great way to make exercise fun and help children develop healthy habits. Key features Made of non-toxic virgin plastic, strong sturdy and fine finish, Available in different colours, Aids hand eye co-ordination specifications brands - Virgo Toys type - cricket set age - 5 to 8 years bat length - 54 cm holder length-22 cm Package Contents 1 Cricket se",,developmental_toys,educational_toys,"[""2-3 years"",""3-4 years""]",525.01,0,1,3,,,2025-07-26T11:17:04.066753+00:00
b6549048-7379-4451-bcfd-0c2c8739f348,Press N Pop,Pop-up learning toy for toddlers with animals and colorful balls.,,developmental_toys,educational_toys,"[""1-2 years""]",499.03,599,0,2,,,2025-08-26T05:07:22.382484+00:00
c7e7e247-8712-4b57-a361-70b6437bed9a,Rail over Pass,"Rail over Pass: This toy is designed to engage and develop essential skills in kids. At Toyflix, we make it easy to rent this toy with doorstep delivery and affordable pricing. Rent Rail over Pass now and give your child a fun and educational playtime. Rail over Pass is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Rail over Pass is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Rail over Pass is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Rail over Pass is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings.",,developmental_toys,educational_toys,"[""2-3 years"",""3-4 years"",""4-5 years""]",2500,625,11,20,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/rail-over-pass/primary.jpg,1TF030,2025-06-18T03:25:44.539342+00:00
0f7ad551-104e-4ae8-b590-bf95b150d5d5,Rainbow Stacker 7 pieces,"Rainbow Stacker 7 pieces: This toy is designed to engage and develop essential skills in kids. At Toyflix, we make it easy to rent this toy with doorstep delivery and affordable pricing. Rent Rainbow Stacker 7 pieces now and give your child a fun and educational playtime. Rainbow Stacker 7 pieces is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Rainbow Stacker 7 pieces is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Rainbow Stacker 7 pieces is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Rainbow Stacker 7 pieces is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings.",,developmental_toys,educational_toys,"[""2-3 years"",""3-4 years""]",985,246,6,8,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/rainbow-stacker-7-pieces/primary.webp,2TF026,2025-06-18T03:26:18.168262+00:00
188e2e1d-068a-4733-a782-40e9762911f5,Rainbow Tower Ball,"Rainbow Tower Ball: This toy is designed to engage and develop essential skills in kids. At Toyflix, we make it easy to rent this toy with doorstep delivery and affordable pricing. Rent Rainbow Tower Ball now and give your child a fun and educational playtime. Rainbow Tower Ball is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Rainbow Tower Ball is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Rainbow Tower Ball is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Rainbow Tower Ball is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings.",,developmental_toys,educational_toys,"[""3-4 years""]",2000,500,5,10,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/rainbow-tower-ball/primary.webp,3TF022,2025-06-18T03:26:06.126248+00:00
7a5c70e9-87e5-47f9-921f-5d32869f6dd8,Rotating Gears,"Rotating Gears: This toy is designed to engage and develop essential skills in kids. At Toyflix, we make it easy to rent this toy with doorstep delivery and affordable pricing. Rent Rotating Gears now and give your child a fun and educational playtime. Rotating Gears is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Rotating Gears is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Rotating Gears is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Rotating Gears is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings.",,developmental_toys,educational_toys,"[""1-2 years"",""2-3 years""]",850,212,9,10,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/rotating-gears/primary.jpg,1TF09,2025-06-18T03:25:39.360803+00:00
6e245748-0c10-493f-aec2-71680d5a0f94,Shape Sorter Puzzle,"Shape Sorter Puzzle: This toy is designed to engage and develop essential skills in kids. At Toyflix, we make it easy to rent this toy with doorstep delivery and affordable pricing. Rent Shape Sorter Puzzle now and give your child a fun and educational playtime. Shape Sorter Puzzle is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Shape Sorter Puzzle is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Shape Sorter Puzzle is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Shape Sorter Puzzle is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings.",,developmental_toys,educational_toys,"[""1-2 years"",""2-3 years""]",1399,349,3,10,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/shape-sorter-puzzle/primary.webp,1TF028,2025-06-18T03:25:43.690843+00:00
58bcfff0-89a0-464b-965d-4eca90e889d3,Shooting Star Magic Gears,"Shooting Star Magic Gears: This toy is designed to engage and develop essential skills in kids. At Toyflix, we make it easy to rent this toy with doorstep delivery and affordable pricing. Rent Shooting Star Magic Gears now and give your child a fun and educational playtime. Shooting Star Magic Gears is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Shooting Star Magic Gears is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Shooting Star Magic Gears is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Shooting Star Magic Gears is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings.",,developmental_toys,educational_toys,"[""2-3 years""]",1300,325,7,10,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217187604-Shooting_Star_Magic_Gears.jpg,,2025-06-18T03:26:27.832062+00:00
aae75195-b615-4bfd-b486-8afa8c5a02cf,Shumee Mini Wooden Bowling Set ,"OUTDOOR & INDOOR GAME: 6 wooden colorful pins & 1 ball bowling set for your child along with a small bag to store the pins in. Strengthens muscles, Encourages physical activity, Stimulates the brain.
DIMENSIONS: 5cm (diameter) x 11cm (height). The lightweight pins, easy for little hands to play with but sturdy enough to withstand all the blows.
SUITABLE FOR AGES: 2 years+, Keeps your child interested for hours as they try and better themselves with each round!
HANDCRAFTED IN INDIA: Natural High Quality Materials. 100% ivory wood, eco-friendly materials & bright natural non-toxic, water-based paints, child safe. No plastic. ASTM Certified
DURABILITY & SAFETY: Wooden toys are a great choice being safe and eco-friendly that are also durable and long-lasting.
SKILLSET: Improves spatial, fine motor, social and communication skills, hand-eye coordination and mathematical reasoning",,developmental_toys,educational_toys,"[""2-3 years"",""3-4 years""]",879,0,0,3,,,2025-11-22T07:03:48.059136+00:00
bc0007f9-c630-41c7-bdd2-48635aa8c321,"Skillmatics Silicone Stacking Toys-Starry Stacker, Montessori Toy","Skillmatics Silicone Stacking Toys-Starry Stacker, Montessori Toy: This toy is designed to engage and develop essential skills in kids. At Toyflix, we make it easy to rent this toy with doorstep delivery and affordable pricing. Rent Skillmatics Silicone Stacking Toys-Starry Stacker, Montessori Toy now and give your child a fun and educational playtime. Skillmatics Silicone Stacking Toys-Starry Stacker, Montessori Toy is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Skillmatics Silicone Stacking Toys-Starry Stacker, Montessori Toy is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Skillmatics Silicone Stacking Toys-Starry Stacker, Montessori Toy is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings.",,developmental_toys,educational_toys,"[""1-2 years""]",999,249,8,10,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/skillmatics-silicone-stacking-toys-starry-stacker-montessori-toy/primary.jpg,,2025-06-18T03:27:00.229645+00:00
a8fc55e7-319f-41ee-9771-d87afa959a51,Sliding Ball,"Sliding Ball: This toy is designed to engage and develop essential skills in kids. At Toyflix, we make it easy to rent this toy with doorstep delivery and affordable pricing. Rent Sliding Ball now and give your child a fun and educational playtime. Sliding Ball is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Sliding Ball is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Sliding Ball is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Sliding Ball is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings.",,developmental_toys,educational_toys,"[""3-4 years""]",1850,462,14,20,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217159567-Sliding_Ball.webp,4TF024,2025-06-18T03:25:59.823041+00:00
3db4e3ba-9fd3-4186-8bd4-62ca34034910,Smiley Building Blocks,"Smiley Building Blocks: This toy is designed to engage and develop essential skills in kids. At Toyflix, we make it easy to rent this toy with doorstep delivery and affordable pricing. Rent Smiley Building Blocks now and give your child a fun and educational playtime. Smiley Building Blocks is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Smiley Building Blocks is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Smiley Building Blocks is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Smiley Building Blocks is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings.",,developmental_toys,educational_toys,"[""3-4 years"",""4-6 years"",""6-8 years""]",1080,270,8,10,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/smiley-building-blocks/primary.webp,2TF032,2025-06-18T03:26:20.175693+00:00
d17f5705-82c8-4f6e-908a-b996bcce115c,Snail Tractor,"Snail Tractor: This toy is designed to engage and develop essential skills in kids. At Toyflix, we make it easy to rent this toy with doorstep delivery and affordable pricing. Rent Snail Tractor now and give your child a fun and educational playtime. Snail Tractor is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Snail Tractor is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Snail Tractor is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Snail Tractor is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings.",,developmental_toys,educational_toys,"[""1-2 years""]",2080,520,6,10,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/snail-tractor/primary.jpg,1TF025,2025-06-18T03:25:42.862899+00:00
